future_price,CallDelta,CallIV,CallLTP,CallOI,CallVega,PutDelta,PutIV,PutLTP,PutOI,PutVega,Strikes,index_x,index_y,name
22061.45,43.86,13.67,91.1,6636750,811.06,-55.56,14.98,147,2358750,812.81,22100,68,231,
22069.55,45.22,13.5,94.1,6546750,813.93,-54.25,15.02,141.55,2710700,815.17,22100,73,232,
22070.3,45.1,13.53,93.8,6529350,812.25,-54.35,15.06,142.2,2668750,813.56,22100,70,234,
22075,45.24,13.84,96.2,6463900,811.27,-54.56,14.38,136.35,2800100,811.74,22100,69,239,
22091,45.53,14.65,102.6,6424200,810.62,-54.97,13.3,127.4,2927700,809.4,22100,74,226,
22084,46.21,14.07,100.65,6411600,810.94,-53.76,14.16,130.6,3067600,811,22100,66,226,
22088.95,45.59,14.49,101.35,6483050,808.09,-54.79,13.43,127.55,3170150,807.19,22100,63,207,
22086.7,45.94,14.27,100.85,6515200,807.61,-54.24,13.73,128.05,3271100,807.23,22100,65,225,
22088.05,45.77,14.51,101.75,6438650,805.84,-54.61,13.42,126.25,3327000,804.98,22100,71,232,
22090.05,45.16,14.61,100.2,6470700,802.89,-55.41,13.2,127,3359700,801.41,22100,69,220,
22076.55,44.44,14.29,95.5,6484900,799.46,-55.77,13.81,134.1,3473600,798.86,22100,64,222,
22096.35,46.45,14.23,101.6,6407150,803.31,-53.71,13.69,124.75,3430950,803.01,22100,69,229,
22110,40,14.74,84.15,2537350,779.69,-61.9,12.43,143.75,894700,769.01,22150,79,246,
22096.4,46.89,14.19,102.45,6266600,801.43,-53.18,13.94,124.6,3755350,801.32,22100,77,235,
22118,40.7,14.49,84.55,2768150,780.69,-60.97,12.35,138.55,847900,772.11,22150,78,232,
22120,43.66,13.46,87.1,2597850,792.01,-56.17,13.81,134.8,874000,792.55,22150,97,243,
22136,43.75,14.41,93.35,2281050,790.87,-57.24,12.54,126,821050,787.48,22150,80,246,
22074.15,45.13,13.78,81,3864700,687.58,-54.27,15.54,123.7,3542850,688.78,22100,31,99,
22082.05,45.33,14.62,86.3,6212750,686.4,-54.57,14.92,119.55,4393300,686.6,22100,77,248,
22095.6,47.09,15.07,94.05,6817300,688.03,-52.99,14.72,112.25,4827300,687.93,22100,75,241,
22076,47.03,13.46,83.7,7340300,686.42,-52.37,16.32,121.85,5430700,687.12,22100,77,235,
22099,50.66,14.14,98.5,7805650,687.28,-49.36,15.7,106.6,5609150,687.29,22100,69,236,
22097,49.92,14.02,95.2,8394700,685.62,-50.03,15.61,107.95,5910000,685.62,22100,62,227,
22117,44.1,14.07,78.95,3541200,676.95,-55.62,14.73,120.6,1409550,677.65,22150,73,247,
22120,45.17,13.51,78.45,3505150,678.07,-54.25,15.19,119.1,1524300,679.2,22150,73,248,
22132.5,46.09,13.7,81.8,3507100,678.33,-53.59,14.79,113.45,1678050,678.84,22150,69,249,
22105.75,43.05,12.84,69.05,3920350,669.17,-55.7,15.47,126.1,1728900,672.55,22150,79,247,
22087,47.84,13.44,84.45,8087200,676.13,-51.89,14.98,108.4,7345200,676.36,22100,73,240,
22111.75,43.2,13.41,72.1,3725100,666.34,-56.4,14.21,117.6,1563900,667.48,22150,72,225,
22076.05,46.59,13.35,80.1,9102300,671.17,-53.02,14.86,110.7,6983950,671.7,22100,70,229,
22089.2,49.18,12.95,84.35,9192750,672.3,-50.66,14.84,102.6,6816750,672.35,22100,64,230,
22067,46.33,12.84,76.05,9254300,667.49,-52.95,15.55,115.1,6731750,668.49,22100,71,217,
22052.5,41.61,13.52,67.95,9520150,653.01,-57.87,14.37,122.65,6167600,654.77,22100,77,236,
22037.2,45.73,14.85,85.5,3966050,661.47,-54.98,12.9,100.6,3790600,660.1,22050,75,223,
22023,46.17,13.79,80.4,4398000,660.71,-53.52,14.89,110.95,3445150,661.19,22050,59,222,
22027,45.34,14.18,80.25,5455350,657.43,-54.68,14.13,108.7,2421550,657.39,22050,72,244,
22044.35,50.2,13.12,86.75,4886850,661.14,-49.78,14.71,97.25,2860150,661.13,22050,71,228,
22038.15,51.5,12.29,84.45,4942750,659.21,-48.72,15.3,97.6,2981850,659.33,22050,73,221,
22045.05,52.03,12.44,86.7,5072400,657.22,-48.25,15.07,94.5,3145750,657.45,22050,71,215,
22053.35,41.18,13.21,64.25,9935500,640.02,-58.51,13.68,116.8,3524800,641.13,22100,65,231,
22044.55,49.12,13.27,83.95,4607850,654.1,-50.84,13.73,92.8,3025700,654.11,22050,64,238,
22017,47.07,12.46,73.6,4240600,650.51,-52.29,15.38,108.5,2941000,651.19,22050,69,235,
21849.7,43.27,28.38,115.05,557150,503.29,-66.62,11.67,97.55,3543050,465.62,21850,28,89,
21797.2,47.21,20.14,93,5770800,507.11,-53.59,16.1,92,7688600,506.29,21800,79,219,
21832.05,46.31,16.92,75.8,4395950,505.19,-53.55,17.51,99.75,2936600,505.34,21850,66,224,
21796.15,49.13,16.87,82.3,8504100,504.3,-50.85,17.05,88.9,10356550,504.3,21800,70,215,
21800.35,38.51,17.3,58.4,5688050,481.08,-63.97,14.21,108.5,3110700,470.95,21850,57,212,
21800.3,39.25,16.02,55.4,6116000,481.85,-61.31,15.23,107.4,3017250,479.88,21850,68,204,
21756.75,40.09,17.31,61.3,12489700,481.43,-61.7,14.68,103.95,8224550,475.32,21800,66,194,
21761,40.55,17.38,62.3,13541300,480.78,-61.27,14.6,101.7,8081800,474.86,21800,66,206,
21751.25,39.36,16.92,57.85,13954250,474.83,-61.56,15.57,108.9,8052650,471.6,21800,63,189,
21753.8,38.79,18.12,60.35,14350300,470.62,-64.44,14.04,106,7871250,457.64,21800,54,179,
21693,47.25,18.81,83.3,5748500,485.56,-52.73,18.97,101.15,5337600,485.58,21700,72,200,
21684.25,45.74,19.17,80.4,7203700,481.55,-54.39,18.64,104,5448600,481.38,21700,53,182,
21713.3,39.78,19.33,65.7,6279150,466.52,-61.05,17.9,120.9,2199700,463.81,21750,70,190,
21689.95,43.38,20.58,78.9,9176050,472.91,-58.01,17.15,105.4,5478250,469.84,21700,55,198,
21677.95,41.96,20.82,75.6,9465750,467.36,-59.24,18.2,115.45,5488000,464.23,21700,61,186,
21674.5,41.18,21.83,76.7,9869350,463.04,-61.57,16.73,112.8,5317300,454.6,21700,58,180,
21663.95,40.21,21.88,73.9,10087300,458.02,-62.57,17.08,117.95,5085350,448.65,21700,64,182,
21659.5,40.8,21.11,72.5,9832850,457.62,-60.6,18.39,119.55,5022650,453.5,21700,62,165,
21680.95,42.36,21.05,76.05,10423500,459.53,-60.55,15.38,99.25,4823850,451.69,21700,64,180,
21671.2,41.69,19.32,67.9,10576900,455.72,-59.75,16.55,103.9,5123650,451.9,21700,62,179,
21679.1,42.4,18.34,65.8,10930650,455.29,-58.5,16.45,99.15,5238500,453.16,21700,57,185,
21605.25,41.21,16.34,55.85,4597700,449.14,-57.11,20.06,115.35,3488200,453.02,21650,73,191,
21590.85,44.88,18.78,72.3,5021800,453.5,-55.53,17.49,95.25,5519450,452.87,21600,60,184,
21580.1,44.55,17.04,64.6,5945700,450.72,-54.99,18.51,98.75,5135850,451.41,21600,66,188,
21594.2,47.58,15.46,64.5,6405800,452.16,-51.9,19.02,92,4611150,452.48,21600,65,194,
21444.85,49.08,21.09,46.6,365200,228.17,-50.47,33.55,78.15,2822250,228.22,21450,35,73,
21449.45,43.61,21.17,38.25,9269600,220.57,-55.01,26.77,70.05,7665700,221.68,21450,71,183,
21388.2,43.07,20.26,35.1,14089950,214.91,-54.22,32.59,81.4,13889900,216.99,21400,74,177,
21353.05,27.28,24.7,22,17705750,177.29,-72.68,24.74,102.25,8275300,177.4,21400,77,179,
21393.55,40.79,22.4,34.2,13106700,202.82,-57.71,26.72,70.6,13163700,204.5,21400,62,179,
21450.95,26.78,24.39,20.3,16826000,168.25,-79.13,18.66,88.9,5132600,146.71,21500,73,185,
21457.4,30.75,19.81,19.4,18436200,175.28,-63.87,27.94,84.15,5987650,186.77,21500,75,182,
21467.1,35.96,16.44,19.5,21205550,181.65,-57.29,31.73,77.05,7858450,190.54,21500,66,184,
21478,37.32,16.25,19.75,23686800,178.74,-57.17,28.76,67.6,10009300,185.29,21500,63,189,
21500,39.51,19.58,25.05,26536850,176.35,-59.52,21.59,52.65,10633800,177.47,21500,62,183,
21481.55,33.5,17.91,17.55,27768500,161.45,-62.63,23.61,60.95,10460650,167.85,21500,64,186,
21523.25,31.04,17.74,15.15,14329300,151.43,-61.41,30.07,72.6,3387650,164.09,21550,76,194,
21547.4,34.88,18.2,17.6,16539600,152.94,-59.72,28.57,63.3,4471050,160.03,21550,69,193,
21548,31.57,20.28,16.4,17515550,141.14,-65.42,24.5,61.3,5603050,146.39,21550,69,192,
21482.15,25.69,15.29,8.95,29300150,122.21,-65.28,25.31,60.25,13056650,140,21500,65,187,
21471.05,22.08,17.16,7.85,31331850,107.17,-72.36,22.22,61.5,12044050,120.83,21500,59,184,
21480.5,22.45,18.06,8,32097700,102.59,-76.75,18.71,55.65,12259500,104.64,21500,55,184,
21476.9,21.19,18.44,7.15,34408300,93.52,-76.23,20.66,57.05,12542250,99.82,21500,57,170,
21467.9,14.1,19.61,4.25,35120500,67.44,0,0,61.85,12299000,0,21500,56,179,
21473.05,15.04,18.63,4.05,36862600,65.2,-85.5,18.22,57.7,12356400,63.61,21500,56,175,
21492,18.45,18.54,4.75,36960650,67.85,-78.75,20.87,48.9,12011150,73.88,21500,63,171,
21459.8,6.39,22.98,1.45,35144650,28.4,0,0,72.25,11459400,0,21500,72,178,
21520.05,5.89,27.21,1.35,14180000,23.06,-92.9,28.98,85.6,2160500,26.67,21550,77,184,
21500.25,1.79,29.09,0.3,13090700,7.02,-93.89,39.5,99.25,2074300,19.26,21550,87,184,
21522.6,0.44,32.83,0.05,8894600,1.43,0,0,94.2,1802150,0,21550,81,163,
21650.8,45.44,14,135.15,4500700,1123.73,-54.76,13.5,178.7,2127600,1123.08,21700,45,164,
21684.2,48.74,13.74,147.85,5444100,1131.38,-51.25,13.8,164.3,3165700,1131.38,21700,106,410,
21638.25,49.18,13.94,151.6,3012450,1128.36,-50.85,13.74,161.1,1933850,1128.34,21650,94,348,
21658.8,46.03,13.42,131.9,6558150,1123.14,-53.94,13.5,174.05,3512300,1123.22,21700,80,317,
21660,46.19,13.54,133.7,6700000,1122.71,-53.88,13.32,171.2,3595100,1122.5,21700,82,301,
21694.2,49.75,13.49,149.45,6461150,1128.66,-50.29,12.99,149.5,3743500,1128.65,21700,95,350,
21664,46.54,13.35,133.2,6639100,1121.94,-53.56,13.02,165.45,4026000,1121.67,21700,83,330,
21646,49.93,13.56,150.45,3318100,1124.28,-50.06,13.57,154.6,2563700,1124.28,21650,88,315,
21600.05,45.33,14.05,134,3483200,1113.28,-54.75,13.85,181.65,2117650,1113.01,21650,91,308,
21612.55,46.51,13.81,136.85,3532150,1116.37,-53.58,13.51,171,1994000,1116.14,21650,84,270,
21604.6,45.7,13.82,133.2,3476550,1112.78,-54.32,13.75,177.85,1929450,1112.71,21650,87,280,
21621.4,47.41,13.78,140.45,3499100,1116.85,-52.65,13.52,166.2,1908900,1116.74,21650,85,280,
21608,46.04,13.83,134.65,3514300,1112.07,-54.02,13.63,174.4,1871050,1111.88,21650,62,292,
21606.1,45.86,13.86,133.95,3525050,1110.49,-54.25,13.55,174.45,1837550,1110.17,21650,76,245,
21635,48.78,13.57,144.25,3564550,1116.54,-51.24,13.48,158.2,1847200,1116.53,21650,72,250,
21651,45.11,13.3,125.55,6870450,1108.55,-55.04,12.94,170.55,3549450,1108.01,21700,78,253,
21667.7,46.86,13.21,132.05,6781150,1113.39,-53.21,12.97,161.65,3592350,1113.23,21700,80,235,
21646.6,49.99,13.5,148.85,3188700,1114.81,-50.04,13.05,147.25,2108900,1114.81,21650,85,274,
21661,46.11,13.13,127.85,6573250,1109.28,-53.96,12.95,164.85,3645550,1109.11,21700,68,235,
21651.4,45.07,13.15,123.5,6532500,1104.64,-54.99,12.99,170.4,3593050,1104.41,21700,69,246,
21635.65,48.83,13.54,143.5,3220750,1110.9,-51.23,13.1,152.9,2100500,1110.85,21650,81,235,
21671,47.17,13.09,131.65,6554200,1109.43,-52.9,12.82,157.7,3508450,1109.29,21700,76,276,
21690,49.23,12.98,139.45,6365900,1112.04,-50.81,12.66,145.85,3820500,1112.02,21700,89,323,
21666.95,46.73,13.12,129.85,6277300,1106.38,-53.36,12.81,159.5,3871900,1106.16,21700,89,332,
21679.8,48.13,13.14,136.05,6156300,1108.59,-51.96,12.69,151.25,3838600,1108.47,21700,88,331,
21743.3,49.5,12.68,128.75,1949350,1041.2,-50.56,12.11,129.5,503500,1041.19,21750,34,167,
21707.8,45.49,13.35,118.75,2632050,1031.92,-54.73,12.79,155.15,850550,1031.24,21750,89,320,
21701.75,44.87,13.54,117.75,2916400,1028.66,-55.23,13.3,163.55,814950,1028.32,21750,87,313,
21681.45,48.15,13.19,127.55,7524200,1034.13,-51.84,13.24,146.6,5166550,1034.14,21700,92,286,
21701,44.6,13.14,113.05,3034650,1025.65,-55.59,12.73,157.85,736550,1024.96,21750,99,315,
21708.95,45.5,13.09,116,3016700,1027.9,-54.62,12.78,153.85,768500,1027.53,21750,72,276,
21712.05,45.82,12.99,116.3,3016300,1027.93,-54.23,12.84,152.7,775950,1027.77,21750,76,264,
21687,48.8,13.22,130,8065400,1030.9,-51.26,12.81,138.75,5326300,1030.85,21700,72,262,
21702,44.57,12.87,110.2,3096800,1021.48,-55.63,12.46,154,804000,1020.77,21750,63,245,
21697.8,50.04,12.93,132.05,8317100,1029.81,-49.97,12.71,132,5705200,1029.81,21700,56,213,
21695.65,49.78,12.85,130.05,8138350,1028.65,-50.23,12.7,132.8,5754850,1028.65,21700,59,262,
21694.9,49.69,12.84,129.45,8193000,1027.56,-50.32,12.73,133.35,5787050,1027.56,21700,63,257,
21679.65,47.88,13,123.5,8259600,1024.38,-52.24,12.44,138.1,5590400,1024.21,21700,70,274,
21667.65,46.44,12.99,117.55,8406300,1020.15,-53.67,12.65,146.5,5483650,1019.89,21700,78,261,
21652.65,44.63,12.93,110.05,8641950,1013.19,-55.39,12.89,157,5083550,1013.13,21700,76,261,
21671,46.74,12.67,115.6,8583600,1018.88,-53.26,12.66,144.5,5026550,1018.87,21700,90,252,
21675,47.29,12.89,119.65,8521750,1019.07,-52.81,12.52,140.85,5059250,1018.9,21700,63,259,
21661.05,45.62,12.93,113.4,8462800,1013.57,-54.45,12.77,150.75,5115200,1013.4,21700,69,274,
21645.5,49.76,13,130.1,4022700,1017.94,-50.25,12.79,132.45,2418800,1017.94,21650,61,209,
21656.6,45.04,12.86,110.4,8619200,1009.56,-55.12,12.49,150.05,4879850,1009.03,21700,74,236,
21652.6,44.63,13.03,110.2,8772650,1006.98,-55.62,12.5,152.25,4911900,1006.1,21700,72,231,
21658,45.19,12.84,110.6,8853150,1008.02,-55.02,12.35,147.65,4894900,1007.35,21700,72,212,
21602.25,44.58,13.06,109.8,4190000,1002.39,-55.44,13.03,157.25,2304900,1002.34,21650,94,321,
21597.65,50.03,13.25,132.7,6062950,1010.48,-49.97,13.25,135.1,5998600,1010.48,21600,81,271,
21608,45.28,13.14,112.85,4148550,1002.85,-54.99,12.49,148.4,1855850,1002.01,21650,83,288,
21770.05,45.65,15.16,89.4,6712750,679.29,-54.41,14.97,118.05,1712150,679.18,21800,41,175,
21756,43.61,15.41,84.55,6857900,672.57,-56.7,14.74,124.05,2592300,671.7,21800,105,353,
21767.7,45.39,15.54,90.4,7134300,675.59,-54.97,14.49,115.6,3183200,674.84,21800,96,365,
21699.65,50.21,16.47,111.25,7643900,676.42,-49.8,16.1,109.05,6627600,676.42,21700,109,295,
21706.75,43.91,16.01,87.9,3910250,667.18,-56.24,15.65,128.8,1657400,666.79,21750,88,288,
21627,47.12,17.31,105.05,3339350,669.25,-52.96,16.93,125.5,2177750,669.16,21650,89,312,
21561,45.12,17.98,101.6,5792000,662.38,-54.89,17.94,140.35,5063750,662.36,21600,105,308,
21548,50.01,17.89,118.05,1544750,665.39,-50,17.48,117.35,1791750,665.39,21550,95,312,
21569.8,46.09,17.27,100.35,6594700,661.27,-53.97,17.06,129.15,4497850,661.18,21600,87,285,
21522.1,46.55,17.99,105.65,2092000,658.94,-53.49,17.81,132.35,2681550,658.89,21550,85,326,
21468,46.31,19.37,112.25,6434300,655.35,-53.84,18.7,139.8,7280050,655.11,21500,102,326,
21425,47.22,19.69,116.95,1087700,653.67,-52.86,19.23,139,2145550,653.57,21450,97,298,
21423.6,47.08,19.9,117.35,1442000,651.87,-52.99,19.5,141.15,1667950,651.78,21450,96,325,
21416.45,46.07,19.35,110.15,1724800,648.64,-53.86,19.64,145.6,1681150,648.75,21450,78,291,
21378.25,47.63,19.91,118.7,3266000,647.9,-52.38,19.89,140.3,5523600,647.9,21400,97,279,
21373,46.89,19.45,112.95,3512800,645.32,-53.14,19.3,138.95,5272700,645.28,21400,77,295,
21357.5,44.74,18.84,101.6,4559400,639.6,-55.23,18.92,144.65,5114950,639.66,21400,76,277,
21353.65,44.28,19,100.6,5044200,636.86,-55.77,18.86,146.1,5006050,636.76,21400,82,343,
21351,43.9,18.93,98.7,5518300,634.28,-56.22,18.6,145.6,4957150,633.98,21400,87,265,
21304.95,44.18,18.34,96.15,1905450,632,-55.8,18.41,141.6,2029550,632.05,21350,93,313,
21305.85,44.32,18.45,96.9,2098000,630.75,-55.67,18.48,141.25,2023600,630.78,21350,99,274,
21250,50.29,19.24,121.95,957750,633.91,-49.71,19.62,124.35,1794750,633.91,21250,99,294,
21213.15,45.44,19.12,103.25,1341850,627.08,-54.46,19.51,142.55,1948800,627.27,21250,91,288,
21187.4,48.51,18.1,107.65,3378100,628.39,-51.43,18.69,124,5709700,628.43,21200,88,272,
21204.15,44.13,18.81,96.7,1980150,620.89,-55.64,19.53,147,1879050,621.42,21250,89,278,
21184.85,48.17,23.14,107.5,4198650,495.99,-51.83,23.07,122.3,5037100,495.98,21200,38,149,
21282.95,47.94,23.43,108.1,6014150,496.08,-52.03,23.71,126.55,3861050,496.1,21300,97,364,
21325.1,46.72,22.54,99.75,3165050,493.97,-53.34,22.21,123.05,1090200,493.91,21350,92,327,
21419,46.12,23.89,103.65,2499250,493.38,-54.04,23.04,130.45,703700,493.18,21450,119,378,
21382.3,47.86,23.64,107.9,7517050,492.07,-52.24,22.84,121.65,3519150,492,21400,98,353,
21431.3,47.48,21.81,98.2,2889350,490.81,-52.63,21.02,113.05,773000,490.72,21450,100,375,
21369.8,45.7,21.59,91.1,7808000,485.42,-54.23,21.9,122.8,6252150,485.51,21400,106,299,
21398.1,49.95,21.3,102.75,8244150,486.78,-50.05,21.22,104.25,6129050,486.77,21400,94,281,
21405.35,43.21,20.74,79.9,3321700,477.76,-56.98,20.21,122,993850,477.36,21450,88,257,
21272.45,45.96,21.31,89.1,4932400,477.19,-53.93,21.86,119.25,7527350,477.32,21300,118,294,
21329.15,47.01,21.4,92.4,3404350,477.43,-52.96,21.58,114.15,2021650,477.45,21350,93,277,
21302.5,42.86,21.38,79.9,3624550,468.37,-56.95,21.93,129.95,1963200,468.77,21350,108,273,
21278,46.94,22.35,95.2,7276850,471.91,-52.99,22.77,119.2,5735550,471.97,21300,101,253,
21253,43.1,22.11,82.35,7657850,463.51,-56.71,22.69,132.05,5494250,463.89,21300,111,277,
21258.15,43.72,21.7,82.2,8007850,462.68,-56.14,22.15,126.15,5442100,462.94,21300,92,286,
21361.35,43.76,20.21,76.7,8188700,462.82,-56.11,20.63,117.3,4002200,463.07,21400,110,304,
21320.5,45.35,20.62,82,3622200,462.29,-54.45,21.46,115.4,1689200,462.56,21350,91,274,
21315.75,44.58,20.76,80.05,3734300,458.85,-55.28,21.28,116.7,1869150,459.07,21350,78,294,
21321,45.47,20.97,82.95,4085950,458.03,-54.65,20.48,109.7,1893350,457.87,21350,79,279,
21354.35,42.45,20.21,71.9,8070900,451.22,-57.43,20.54,119.05,3781500,451.5,21400,96,288,
21356.75,42.64,19.75,70.4,7716700,449.47,-57.14,20.33,116.3,3854250,449.94,21400,91,276,
21411.65,43.24,19.11,69.4,3468350,449.61,-56.76,19.1,107.7,715150,449.6,21450,97,273,
21454.45,41.77,18.77,64.6,8665900,445.09,-58.53,18.13,107.3,3043150,444.37,21500,105,353,
21473.45,44.7,16.97,64.35,8696250,448.89,-55.07,17.68,94.1,3291450,449.22,21500,100,391,
21496.95,49.51,16.26,71.85,8689000,451.03,-50.48,16.53,76.1,3684450,451.04,21500,97,354,
21431.5,45.94,30.49,60.7,3616000,226.89,-54.16,29.8,77.65,2995200,226.83,21450,30,163,
21420.15,42.72,28.44,49.75,6644450,219.6,-57.48,27.71,78,4177500,219.39,21450,114,341,
21386,46.52,28.14,54.7,8489850,217.44,-53.3,29.54,71.75,10753200,217.52,21400,126,309,
21365.2,40.8,27.54,43,10545750,207.55,-58.75,28.93,80.7,10621550,208.09,21400,110,317,
21345,48.82,28.93,57.75,3971300,208.04,-51.23,28.06,60.95,6238550,208.04,21350,103,277,
21312.5,40.25,29.43,42.85,6097350,196.7,-59.19,31.21,83.85,3892150,197.39,21350,114,278,
21309.05,39.67,31.1,43.2,5796350,190.94,-60.66,30.16,82.35,4150700,190.52,21350,105,230,
21250,50.15,33.94,65.1,4297900,191.78,-49.84,34.52,66.2,6195350,191.78,21250,101,252,
21278.15,44.23,31.4,48.35,11772300,184.65,-55.44,33.24,73.6,10227750,184.87,21300,103,248,
21286.55,46.3,30.81,49.35,11916850,180.31,-53.71,30.73,62.65,11414650,180.3,21300,93,254,
21347.5,49.35,29.46,50.55,5239350,175.79,-50.61,30.71,55.25,5303900,175.79,21350,102,248,
21310,37.51,29.26,32.2,6491150,161.15,-62.1,30.22,73.75,4449150,161.67,21350,98,351,
21284.55,44.3,25.91,35,11985250,161.47,-55.34,27.61,53.2,12634950,161.67,21300,91,285,
21286,44.18,23.98,31,13822500,155.04,-55.6,24.88,46.4,12755800,155.16,21300,94,249,
21290.95,45.88,22.81,29.9,16097650,149.24,-54.13,22.75,38.85,13883850,149.23,21300,85,226,
21272.55,36.31,21.76,19.3,17889450,134.39,-64.2,20.94,45.65,13173200,133.73,21300,89,238,
21293,46.06,20.46,24.4,18845000,134.97,-53.57,22.54,34.2,13335150,135.09,21300,72,259,
21256.65,27.02,22.06,11.65,20544200,105.8,-73.7,21.3,54.2,13373050,104.36,21300,85,278,
21279.5,37.77,21.87,17.15,22244000,113.76,-62.57,21.26,36.95,13438450,113.43,21300,81,230,
21292.2,44.54,20.29,18.75,23064350,109.5,-55.21,21.25,27.6,14374200,109.59,21300,92,230,
21272.25,27.13,18.01,7.55,24956500,83.66,-68.77,22.39,39.1,13157700,89.33,21300,93,239,
21286,36.01,17.29,9.55,26132400,84.38,-62.58,19.29,25.25,12553850,85.46,21300,82,256,
21267,17.32,17.98,3.25,28443100,49.82,-80.59,19.62,37.1,11064500,53.5,21300,105,234,
21299.5,48.98,12.12,7.4,29540300,63.1,-50.78,15.76,10.2,10882350,63.11,21300,90,227,
21333.1,15.22,14.93,1.3,19274500,25.92,-91.84,11,17.35,4982450,16.62,21350,104,224,
